title,type,Episodes,Status,Aired,Premiered,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Score,Rank,Popularity,Members
Peter-kun no Koutsuu Anzen,OVA,1,Finished Airing,1986,,-,-,-,Original,Kids,12 min.,G - All Ages,N/A,11146,17073,42
Phantasm,Movie,1,Finished Airing,2013,,-,-,-,Unknown,"Dementia,Music",9 min.,G - All Ages,N/A,11148,14392,207
Piano,,1,Finished Airing,2-Jun-97,,NHK,-,-,Original,"Music,Kids",2 min.,G - All Ages,N/A,11151,16603,87
Pianoman Trailer,ONA,1,Finished Airing,28-Dec-17,,-,-,Echoes,Original,"Music,Psychological",1 min.,PG-13 - Teens 13 or older,N/A,11152,15114,166
Piercing I,Movie,1,Finished Airing,12-Jun-10,,-,-,-,Original,Drama,1 hr. 43 min.,None,N/A,11157,16020,117
Pink Jumon,,1,Finished Airing,1-Feb-11,,NHK,-,-,Original,"Magic,Music",2 min.,G - All Ages,N/A,11162,16193,110
Pinky Monkey no Umareta Hi,ONA,1,Finished Airing,30-Apr-06,,-,-,-,Unknown,Adventure,2 min.,G - All Ages,N/A,11165,14658,192
Pinky Monkey x FaFa Collaboration Animation: At Afternoon of Sunny Day,ONA,1,Finished Airing,31-Mar-11,,-,-,-,Other,Slice of Life,1 min.,G - All Ages,N/A,11166,14280,213
Pipi Tobenai Hotaru,Movie,1,Finished Airing,23-Mar-96,,Nippon Columbia,-,Mushi Production,Novel,"Drama,Fantasy",1 hr. 30 min.,G - All Ages,N/A,11168,14659,192
Pittanko! Taiyou-sensei to Pittanko,Special,1,Finished Airing,2008,,KOO-KI,-,-,Original,"Kids,Comedy,School",5 min.,G - All Ages,N/A,11171,16266,106
Piyo no Ongaeshi,,1,Finished Airing,2-Feb-15,,NHK,-,-,Original,"Kids,Music",3 min.,G - All Ages,N/A,11175,15699,133
"Planetarium Chibi Maruko-chan, Hoshi ni Negai wo",Movie,1,Finished Airing,18-Jul-15,,-,-,Nippon Animation,Manga,"Kids,Slice of Life,Comedy,School",28 min.,G - All Ages,N/A,11178,12591,361
Planetarium Kamiusagi Rope: Orera Rocket Tobasu tte Maji ssuka!?,Movie,1,Finished Airing,3-May-14,,-,-,-,Original,"Comedy,Sci-Fi",45 min.,G - All Ages,N/A,11179,15645,136
Platonic Chain: Ansatsu Jikkouchuu,Special,1,Finished Airing,25-Jul-05,,ACiD FiLM,-,-,Novel,"Sci-Fi,Slice of Life",6 min.,PG-13 - Teens 13 or older,N/A,11180,13914,239
Please! Marry Me!!,,1,Finished Airing,21-May-08,,Toy's Factory,-,-,Original,"Action,Music",3 min.,PG - Children,N/A,11182,15497,144
"PLUG, THe NeW WORLD",ONA,1,Finished Airing,30-Jul-11,,-,-,dwarf,Original,Fantasy,12 min.,G - All Ages,N/A,11183,14708,188
Plus 50000-nen,Movie,1,Finished Airing,1961,,Otogi Production,-,-,Original,Sci-Fi,9 min.,G - All Ages,N/A,11184,14346,210
Pocari Sweat x Fuji Rock Festival ’17,ONA,1,Finished Airing,13-Jul-17,,-,-,-,Original,Music,30 sec.,G - All Ages,N/A,11186,15498,144
Pochacco no Jack to Mame no Ki,OVA,1,Finished Airing,20-Jul-01,,Sanrio,-,-,Unknown,"Kids,Fantasy",15 min.,G - All Ages,N/A,11188,13721,251
Pochacco no Ninjin Hata wa Oosawagi,OVA,1,Finished Airing,21-Nov-93,,Sanrio,-,-,Unknown,"Fantasy,Kids",20 min.,G - All Ages,N/A,11189,14559,199
Pochacco no Wakuwaku Birthday,OVA,1,Finished Airing,21-Oct-93,,Sanrio,-,-,Unknown,"Fantasy,Kids",20 min.,G - All Ages,N/A,11190,14417,206
Pochitto Hatsumei: Pikachin-Kit,ONA,1,Finished Airing,14-Dec-17,,-,-,-,Original,"Comedy,Kids",9 min.,G - All Ages,N/A,11191,15334,153
Pocket no Naka de,,1,Finished Airing,1-Feb-86,,NHK,-,-,Original,"Kids,Music",2 min.,G - All Ages,N/A,11192,17133,38
Pokemon Diamond & Pearl Atsumare! Pokemon Planet Center,Movie,1,Finished Airing,2-Jul-06,,-,-,-,Game,"Action,Adventure,Comedy,Kids,Fantasy",26 min.,PG - Children,N/A,11194,13636,267
Pokke,,1,Finished Airing,1-Oct-15,,NHK,-,-,Original,"Kids,Music",2 min.,G - All Ages,N/A,11195,16732,76
Pokopon no Kitsune-gawa Onsen Henshin Gassen,OVA,1,Finished Airing,21-Jun-93,,Sanrio,-,-,Original,"Kids,Supernatural",11 min.,G - All Ages,N/A,11196,16021,117
Pokopon no Satogaeri,OVA,1,Finished Airing,21-May-93,,Sanrio,-,-,Original,Kids,10 min.,G - All Ages,N/A,11197,16397,99
Pokopon no Yukai na Saiyuuki,Movie,1,Finished Airing,21-Jul-90,,Sanrio,-,-,Original,"Adventure,Fantasy,Kids,Magic,Martial Arts",1 hr.,G - All Ages,N/A,11198,15381,151
Polaris,,1,Finished Airing,29-Oct-13,,-,-,-,Original,"Music,Romance",6 min.,G - All Ages,N/A,11199,16615,86
Pom Pom Purin no Kitakaze to Taiyou,OVA,1,Finished Airing,21-Dec-01,,Sanrio,-,-,Unknown,"Kids,Fantasy",10 min.,G - All Ages,N/A,11200,14013,230
Pom Pom Purin no Usagi to Kame,OVA,1,Finished Airing,26-Oct-01,,Sanrio,-,-,Unknown,"Kids,Fantasy",10 min.,G - All Ages,N/A,11201,13728,250
Ponkaman no Animation no Dekiru made,OVA,1,Finished Airing,Not available,,-,-,-,Original,"Kids,Super Power",14 min.,G - All Ages,N/A,11202,16692,79
Ponkotsu Quest x Gatchaman Special,ONA,1,Finished Airing,2-Mar-14,,VAP,-,-,Other,"Comedy,Parody,Fantasy",4 min.,G - All Ages,N/A,11204,12642,353
Ponsuke no Udekurabe,Movie,1,Finished Airing,"Feb, 1951",,-,-,-,Original,Action,10 min.,G - All Ages,N/A,11208,13532,264
Ponta Monogatari,,1,Finished Airing,3-Oct-77,,NHK,-,-,Original,"Kids,Music,Supernatural",2 min.,G - All Ages,N/A,11209,16338,102
Ponta to Ensoku,OVA,1,Finished Airing,25-May-12,,Arplants,-,-,Unknown,"Adventure,Drama",12 min.,None,N/A,11210,12978,314
Ponta-kun no Otegara,OVA,1,Finished Airing,1990,,-,-,-,Original,Kids,10 min.,G - All Ages,N/A,11211,17099,40
PoPo Loouise,,1,Finished Airing,16-Oct-08,,"Geneon Universal Entertainment,NHK",-,-,Original,"Kids,Music",4 min.,G - All Ages,N/A,11212,14196,218
Popolocrois Monogatari Pilot,Special,1,Finished Airing,23-Mar-00,,-,-,-,Game,"Adventure,Fantasy",3 min.,G - All Ages,N/A,11213,15700,134
Poppen-sensei to Kaerazu no Numa,Special,1,Finished Airing,29-Apr-82,,-,-,-,Unknown,"Adventure,Fantasy,Kids",10 min.,G - All Ages,N/A,11214,15296,154
Poppoya-san: Nonki Ekichou,Movie,1,Finished Airing,"Oct, 1948",,-,-,-,Original,Kids,18 min.,G - All Ages,N/A,11215,14486,201
Poppoya-san: Nonki Kikanshi,Movie,1,Finished Airing,"Jun, 1949",,-,-,-,Original,Kids,13 min.,G - All Ages,N/A,11216,14913,177
Poron Guitar,Movie,1,Finished Airing,1959,,Gakken,-,-,Unknown,Kids,26 min.,G - All Ages,N/A,11217,14492,201
Pororo Daemoheom,Special,1,Finished Airing,24-Nov-04,,-,-,-,Unknown,"Adventure,Kids",1 hr. 11 min.,G - All Ages,N/A,11223,14260,212
Pororo Geugjangpan Super Sseolmae Daemoheom,Movie,1,Finished Airing,23-Jan-13,,-,-,-,Unknown,"Cars,Kids",1 hr. 16 min.,G - All Ages,N/A,11224,14364,208
Pororo Hanguk-e Wass-eoyo,ONA,1,Finished Airing,7-Mar-13,,-,-,-,Unknown,"Adventure,Kids",14 min.,G - All Ages,N/A,11225,13986,232
Port of Wormy,Movie,1,Finished Airing,2009,,-,-,-,Original,Dementia,15 sec.,G - All Ages,N/A,11228,16022,117
Power Battle Watch Car: Minicar Battle League - Bulkkoch-ui Jilju,Movie,1,Finished Airing,17-Aug-16,,-,-,-,Original,"Cars,Kids",1 hr. 13 min.,G - All Ages,N/A,11233,16551,89
Power Battle Watch Car: Watch Gamyeon-ui Yeogseub,Movie,1,Finished Airing,1-Jun-17,,-,-,-,Original,"Cars,Kids",1 hr. 14 min.,G - All Ages,N/A,11234,16552,89
Power Powan,,1,Finished Airing,3-Feb-70,,NHK,-,-,Original,"Kids,Music",2 min.,G - All Ages,N/A,11235,16612,86
Present,OVA,1,Finished Airing,2003,,-,-,-,Unknown,"Drama,Kids",17 min.,G - All Ages,N/A,11237,16280,105
Present (Music),,1,Finished Airing,1-Jan-16,,-,-,-,Original,Music,4 min.,G - All Ages,N/A,11238,15215,159
Printer Rec Music,,1,Finished Airing,17-Jun-14,,-,-,-,Original,Music,1 min.,G - All Ages,N/A,11239,15509,143
Prism Season,OVA,1,Finished Airing,21-Apr-89,,Pony Canyon,-,-,Picture book,Kids,29 min.,G - All Ages,N/A,11240,16086,114
Prison Bear,ONA,1,Finished Airing,21-Nov-11,,-,-,Kachidoki Studio,Unknown,Comedy,2 min.,G - All Ages,N/A,11241,14487,201
Pro Golfer Saru,Special,1,Finished Airing,19-Oct-82,,TV Asahi,-,-,Unknown,"Kids,Sports",1 hr. 31 min.,PG - Children,N/A,11244,14867,178
Pro Golfer Saru: Kouga Hikyou! Kage no Ninpou Golfer Sanjou!,Movie,1,Finished Airing,14-Mar-87,,-,-,Shin-Ei Animation,Unknown,"Kids,Sports",40 min.,PG - Children,N/A,11246,14984,171
Pro Golfer Saru: Super Golf World e no Chousen!!,Movie,1,Finished Airing,15-Mar-86,,-,-,Shin-Ei Animation,Unknown,"Kids,Sports",45 min.,PG - Children,N/A,11247,15290,154
Pro Yakyuu wo 10-bai Tanoshiku Miru Houhou,Movie,1,Finished Airing,29-Apr-83,,"Fuji TV,Filmlink International",-,-,Unknown,"Comedy,Sports",1 hr. 37 min.,PG-13 - Teens 13 or older,N/A,11248,14792,183
Pro Yakyuu wo 10-bai Tanoshiku Miru Houhou Part 2,Movie,1,Finished Airing,21-Apr-84,,"Fuji TV,Filmlink International",-,-,Unknown,"Comedy,Sports",1 hr. 46 min.,PG-13 - Teens 13 or older,N/A,11249,15050,169
Punpun Polka,,1,Finished Airing,10-Aug-61,,NHK,-,-,Original,"Kids,Music",1 min.,G - All Ages,N/A,11255,14010,231
Pure Aluminum: Sunoko-tan.,OVA,1,Finished Airing,29-Dec-08,,-,-,Ishikawa Pro,Other,"Comedy,Music",1 min.,G - All Ages,N/A,11256,14914,178
Pussy,Movie,1,Finished Airing,1971,,-,-,-,Original,Dementia,12 min.,R+ - Mild Nudity,N/A,11261,15942,120
"Pyuu to Fuku! Jaguar: Ima, Fuki ni Yukimasu",Movie,1,Finished Airing,1-Jan-09,,Kaeruotoko Shokai,-,-,Manga,"Comedy,Music",1 hr. 18 min.,None,N/A,11269,11400,584
Qi Cai Lao Fu Zi,Movie,1,Finished Airing,16-Jul-81,,-,-,-,Unknown,"Action,Comedy,Seinen",1 hr. 20 min.,G - All Ages,N/A,11271,13312,283
Qiezi Mabo Forever,,1,Finished Airing,20-Nov-17,,-,-,-,Original,Music,4 min.,PG-13 - Teens 13 or older,N/A,11275,15421,150
Qin Shi Ming Yue Tebie Pian: Di Zi Jiang Xi,ONA,1,Finished Airing,13-Feb-15,,Chukong Technologies,-,Sparkly Key Animation Studio,Novel,"Action,Historical,Martial Arts,Fantasy",15 min.,PG-13 - Teens 13 or older,N/A,11276,12052,453
Qin Shi Ming Yue: Guoqing Tebie Pian,ONA,1,Finished Airing,1-Oct-15,,-,-,-,Novel,"Action,Comedy,Parody,Martial Arts",9 min.,PG-13 - Teens 13 or older,N/A,11278,12561,365
Qin Shi Ming Yue: Yi Zhe Ru Shi,ONA,1,Finished Airing,5-Oct-17,,-,-,Sparkly Key Animation Studio,Novel,"Drama,Historical",16 min.,PG-13 - Teens 13 or older,N/A,11280,13160,296
Qingwa Wangguo,Movie,1,Finished Airing,28-Dec-13,,-,-,-,Original,"Adventure,Kids,Sports",1 hr. 30 min.,PG - Children,N/A,11286,15784,128
Qingwa Wangguo: Zhi Bingdong Da Maoxian,Movie,1,Finished Airing,19-Feb-16,,-,-,-,Original,"Adventure,Kids",1 hr. 27 min.,PG - Children,N/A,11287,16075,115
Quiz de Manabu Pinocchio no Koutsuu Ansen,OVA,1,Finished Airing,Not available,,-,-,-,Original,Kids,15 min.,G - All Ages,N/A,11288,16327,103
Rabbit,,1,Finished Airing,30-Jun-11,,-,-,-,Music,Music,4 min.,G - All Ages,N/A,11290,15663,135
Rain: Memory of Cloud. 1,Movie,1,Finished Airing,1996,,-,-,-,Original,Dementia,4 min.,R+ - Mild Nudity,N/A,11292,17031,47
Rainbow no Anime Bako,Special,1,Finished Airing,17-Aug-06,,NHK,-,-,Unknown,Kids,5 min.,PG - Children,N/A,11293,15428,148
Rainbow Scene,Movie,1,Finished Airing,1971,,-,-,-,Original,Dementia,11 min.,None,N/A,11295,16766,74
Random (web edit ver.),,1,Finished Airing,19-Apr-14,,Victor Entertainment,-,-,Original,Music,3 min.,G - All Ages,N/A,11297,15258,157
Re:I Am,,1,Finished Airing,20-Mar-13,,SME Records,-,-,Original,"Music,Romance,Space",6 min.,G - All Ages,N/A,11299,14824,184
RE:Map,Movie,1,Finished Airing,29-Aug-08,,-,-,-,Original,Drama,10 min.,G - All Ages,N/A,11300,16217,108
Real Koke-kun,ONA,1,Finished Airing,15-Dec-13,,-,-,-,Original,Comedy,1 min.,G - All Ages,N/A,11301,17016,49
Rebecca,Movie,1,Finished Airing,14-Mar-20,,-,-,Vega Entertainment,Novel,Slice of Life,24 min.,G - All Ages,N/A,11302,11882,486
Reinbou,Movie,1,Finished Airing,2006,,-,-,-,Original,"Music,Dementia",1 min.,G - All Ages,N/A,11303,17141,37
Rekkoku Rikugun,Movie,1,Finished Airing,1932,,-,-,-,Original,Military,28 min.,G - All Ages,N/A,11305,14129,223
Relaxin',,1,Finished Airing,2-Oct-13,,Felicity,-,Saigo no Shudan,Original,Music,5 min.,G - All Ages,N/A,11306,16444,96
Rennyo Monogatari,Movie,1,Finished Airing,25-Apr-98,,-,-,Toei Animation,Unknown,"Drama,Historical",1 hr. 26 min.,None,N/A,11308,12683,349
Rennyo to Sono Haha,Movie,1,Finished Airing,7-Oct-81,,-,-,-,Unknown,Historical,1 hr. 33 min.,PG - Children,N/A,11309,13201,291
Renshenguo,Movie,1,Finished Airing,1981,,-,-,-,Unknown,Adventure,44 min.,None,N/A,11310,13156,293
Replicant,,1,Finished Airing,4-Dec-13,,-,-,-,Music,"Music,Slice of Life,Romance",3 min.,PG-13 - Teens 13 or older,N/A,11312,16617,85
Rere no Aoi Sora,,1,Finished Airing,2-Jun-05,,NHK,-,Creatures Inc.,Original,"Music,Kids",2 min.,G - All Ages,N/A,11314,16733,76
Rescue Q-tai no Katsuyaku,OVA,1,Finished Airing,Not available,,-,-,-,Original,"Drama,Kids",15 min.,G - All Ages,N/A,11315,16734,76
Rescue YoYo,Special,1,Finished Airing,30-Apr-12,,NHK,-,-,Unknown,"Kids,Mecha",5 min.,PG - Children,N/A,11316,15115,165
Reset,,1,Finished Airing,5-Feb-03,,NHK,-,-,Original,"Kids,Music",2 min.,G - All Ages,N/A,11317,16473,95
Ribbon no Kishi (1999),Movie,1,Finished Airing,4-Dec-99,,-,-,Tezuka Productions,Unknown,Adventure,8 min.,G - All Ages,N/A,11321,12255,415
Ribbon no Kishi Pilot,Special,1,Finished Airing,28-Nov-66,,-,-,Mushi Production,Unknown,Adventure,28 min.,G - All Ages,N/A,11322,12455,382
Riding the Storm,,1,Finished Airing,18-Jun-07,,Lastrum Music,-,Moss Design Unit,Music,Music,4 min.,PG - Children,N/A,11324,14668,190
Rifujin-jin,,1,Finished Airing,4-Apr-16,,NHK,-,-,Original,"Kids,Music",2 min.,G - All Ages,N/A,11325,16669,81
Ring ni Kakero 1 Pilot,OVA,1,Finished Airing,2004,,Shueisha,-,Toei Animation,Manga,"Action,Sports,Shounen",5 min.,PG-13 - Teens 13 or older,N/A,11327,13202,292
Ring Ring Boy,Movie,1,Finished Airing,1963,,-,-,-,Unknown,Dementia,4 min.,G - All Ages,N/A,11328,14793,183
Ringing City,Movie,1,Finished Airing,3-Mar-17,,Geidai Animation,-,-,Original,"Dementia,Music",3 min.,G - All Ages,N/A,11329,15555,140
Ringo no Mori no Koneko-tachi,,1,Finished Airing,7-Jun-83,,NHK,-,-,Novel,"Kids,Music",2 min.,G - All Ages,N/A,11330,15664,135
Ringo no Uta,,1,Finished Airing,1-Oct-03,,NHK,-,Enjin Productions,Original,"Kids,Music",2 min.,G - All Ages,N/A,11331,16933,57
Ringo to Shoujo,Movie,1,Finished Airing,"Dec, 1982",,-,-,-,Original,Dementia,7 min.,G - All Ages,N/A,11332,16849,66
Rise,,1,Finished Airing,3-Dec-09,,-,-,-,Original,"Sci-Fi,Music",5 min.,G - All Ages,N/A,11333,16474,95
Risu ni Koi Shita Shounen,,1,Finished Airing,2-Feb-08,,NHK,-,-,Original,"Kids,Music",2 min.,G - All Ages,N/A,11334,16524,91
Risu no Matoi,OVA,1,Finished Airing,1974,,-,-,-,Original,Kids,16 min.,G - All Ages,N/A,11335,16889,62
Risu no Panache,Movie,1,Finished Airing,1978,,-,-,-,Original,Kids,21 min.,G - All Ages,N/A,11336,14515,199
Riyuu,,1,Finished Airing,22-Aug-16,,Sony Music Communications,-,-,Original,"Dementia,Music",4 min.,PG - Children,N/A,11338,16719,77
Robinson Crusoe: Mujintou no Bouken,Special,1,Finished Airing,2000,,Gakken,-,-,Book,"Adventure,Drama",39 min.,G - All Ages,N/A,11343,16240,107
RoboCop,,1,Finished Airing,15-May-19,,-,-,-,Original,"Dementia,Music",2 min.,G - All Ages,N/A,11349,15588,138
Robot Girls Z: Fukkatsu no Chika Teikoku!? Robot Girls Z vs. Nazo no Sandai Shuyaku Robo!,Special,1,Finished Airing,10-Jan-18,,-,-,Directions,Original,"Comedy,Parody,Mecha",11 min.,PG-13 - Teens 13 or older,N/A,11354,11145,657
Robot King,Movie,1,Finished Airing,1980,,-,-,-,Unknown,"Action,Mecha",1 hr. 5 min.,None,N/A,11355,14432,201
Robot Taekwon V 3tan! Sujung Teukgongdae,Movie,1,Finished Airing,20-Jul-77,,-,-,-,Unknown,"Action,Mecha,Sci-Fi",1 hr.,PG - Children,N/A,11357,13871,238
Robot Taekwon V wa Hwanggeum Nalgae,Movie,1,Finished Airing,26-Jul-78,,-,-,-,Unknown,Mecha,1 hr. 6 min.,PG - Children,N/A,11358,13925,234
Robot Taekwon V: Wooju Jakjeon,Movie,1,Finished Airing,13-Dec-76,,-,-,-,Unknown,"Action,Mecha,Sci-Fi",1 hr.,PG - Children,N/A,11359,13729,247
Roboteuwang Sseonsyakeu,Movie,1,Finished Airing,20-Jul-85,,-,-,-,Unknown,"Action,Mecha,Sci-Fi",1 hr. 1 min.,PG - Children,N/A,11362,13313,280
Rocket Dive,,1,Finished Airing,23-May-18,,-,-,-,Original,Music,2 min.,G - All Ages,N/A,11363,15422,149
Roku no Sekai,OVA,1,Finished Airing,24-Jan-14,,-,-,Studio UGOKI,Original,"Adventure,Magic",21 min.,G - All Ages,N/A,11364,15484,144
Rokudou Juku,Special,1,Finished Airing,10-Apr-18,,-,-,-,Original,Music,30 sec.,G - All Ages,N/A,11365,14227,217
Rokuko-chan,Special,1,Finished Airing,2013,,-,-,Decovocal,Original,Kids,20 sec.,G - All Ages,N/A,11366,16329,103
Role Playing Soldier,,1,Finished Airing,26-Apr-19,,Avex Entertainment,-,-,Original,"Action,Fantasy,Game,Music",3 min.,PG - Children,N/A,11367,15776,129
Romangeun Eobsda,Movie,1,Finished Airing,10-Dec-09,,Korean Academy of Film Arts,-,-,Original,Drama,1 hr. 10 min.,PG-13 - Teens 13 or older,N/A,11368,14669,190
Roto Spread,,1,Finished Airing,22-Jun-16,,-,-,-,Original,Music,1 min.,G - All Ages,N/A,11371,14560,197
Royal Memories,,1,Finished Airing,19-Jul-17,,P-Vine Records,-,-,Original,Music,5 min.,G - All Ages,N/A,11373,15855,125
Ruby,,1,Finished Airing,2001,,-,-,-,Music,Music,3 min.,G - All Ages,N/A,11375,16575,88
Ruleman no Koutsuu Anzen,OVA,1,Finished Airing,Not available,,-,-,-,Original,"Kids,Super Power",15 min.,G - All Ages,N/A,11376,16618,85
Running Boy: Star Soldier no Himitsu,Movie,1,Finished Airing,20-Jul-86,,Toho,-,-,Unknown,"Sci-Fi,Space",49 min.,None,N/A,11377,14015,229
Runningman,ONA,1,Finished Airing,22-Feb-12,,Echoes,-,-,Original,"Music,Slice of Life",4 min.,G - All Ages,N/A,11379,13958,234
Rusuban,Movie,1,Finished Airing,1996,,-,-,-,Unknown,"Fantasy,Kids",4 min.,G - All Ages,N/A,11381,15026,168
Ryoku Tama Shinshi,Movie,1,Finished Airing,2004,,TC Entertainment,-,-,Original,"Comedy,Demons",48 min.,G - All Ages,N/A,11383,16130,112
Ryou,Movie,1,Finished Airing,2014,,Geidai Animation,-,-,Original,"Dementia,Music",3 min.,G - All Ages,N/A,11385,16519,92
Ryoukan-san,Movie,1,Finished Airing,12-Jul-03,,-,-,-,Other,Historical,1 hr. 13 min.,G - All Ages,N/A,11386,13838,244
Ryuu no Me no Namida,OVA,1,Finished Airing,1981,,Gakken,-,-,Picture book,"Fantasy,Kids",20 min.,G - All Ages,N/A,11389,16445,96
Ryuusei Girl,,1,Finished Airing,13-Apr-14,,Space Shower Music,-,-,Music,Music,3 min.,G - All Ages,N/A,11391,15556,140
S=13,Movie,1,Finished Airing,"Dec, 1984",,-,-,-,Original,Dementia,4 min.,G - All Ages,N/A,11393,16792,71
Sabaku no Kuni no Oujosama,OVA,1,Finished Airing,"Mar, 2001",,Shinano Kikaku,-,Toei Animation,Unknown,"Adventure,Fantasy",30 min.,None,N/A,11396,14016,230
Sabaku no Takara no Shiro,OVA,1,Finished Airing,"Feb, 2002",,Shinano Kikaku,-,-,Unknown,Drama,31 min.,G - All Ages,N/A,11397,14251,214
Sabishi Gariya-san Konnichiwa,,1,Finished Airing,5-Apr-78,,NHK,-,-,Original,"Music,Kids",2 min.,G - All Ages,N/A,11398,16436,97
Saenggakboda Markeun,Movie,1,Finished Airing,22-Jan-15,,-,-,-,Original,"Slice of Life,Drama",1 hr. 17 min.,PG-13 - Teens 13 or older,N/A,11399,10176,999
Sagashimono (ONA),ONA,1,Finished Airing,10-Dec-19,,Orange,-,-,Original,"Music,Fantasy",2 min.,G - All Ages,N/A,11400,15579,139
"Sagashita no wa Oheya, Mitsuketa no wa Mirai",ONA,1,Finished Airing,31-Dec-13,,-,-,-,Original,"Romance,Slice of Life",3 min.,G - All Ages,N/A,11401,12268,413
Saibou no Fushigi,,1,Finished Airing,1-Aug-04,,NHK,-,-,Original,"Kids,Music",2 min.,G - All Ages,N/A,11402,16934,57
SAIGO,Movie,1,Finished Airing,2015,,-,-,-,Original,Dementia,2 min.,G - All Ages,N/A,11403,16576,88
Saigo no Kuushuu: Kumagaya,OVA,1,Finished Airing,1993,,-,-,-,Other,"Drama,Historical",29 min.,G - All Ages,N/A,11404,16290,104
Saigo no Mori: Hajimari no Hito,Movie,1,Finished Airing,1-Jul-18,,Decovocal,-,-,Original,Slice of Life,15 min.,G - All Ages,N/A,11405,14199,219
Saint Elmo: Hikari no Raihousha,Special,1,Finished Airing,31-Dec-87,,-,-,Toei Animation,Original,Sci-Fi,1 hr. 5 min.,G - All Ages,N/A,11409,12801,333
Saishuu Densha featuring Izumi Makura,,1,Finished Airing,17-May-13,,Warner Music Japan,-,-,Music,Music,4 min.,G - All Ages,N/A,11410,15297,154
Saitama Bousou Saizensen Flag! Shinimonogurui no Seishun!!,OVA,1,Finished Airing,1-Dec-94,,-,-,-,Unknown,"Drama,Slice of Life",45 min.,PG-13 - Teens 13 or older,N/A,11411,14944,175
Sakugasaku,,1,Finished Airing,11-Sep-20,,-,-,Wit Studio,Original,Music,3 min.,None,N/A,11415,16076,115
Sakura Kakumei: Hanasaku Otome-tachi,ONA,1,Finished Airing,2-Sep-20,,"Half H.P Studio,Imagine",-,CloverWorks,Game,"Action,Mecha",23 min.,PG-13 - Teens 13 or older,N/A,11416,12750,340
Sakura no Chikai: Marronni☆Yell - Higashi no Hichou Shimotsuke-shi wo Yell!,Special,1,Finished Airing,10-Jan-18,,Tochigi TV,-,-,Other,"Music,Supernatural",12 min.,G - All Ages,N/A,11418,11412,584
Sakura no Ondo,Movie,1,Finished Airing,29-Oct-11,,-,-,"Gonzo,ufotable",Original,Drama,21 min.,PG-13 - Teens 13 or older,N/A,11419,8312,"2,232"
Sakura to Sakurin,OVA,1,Finished Airing,2012,,-,-,-,Original,Kids,17 min.,G - All Ages,N/A,11420,17029,48
Sakura Yori Ai wo Nosete,Movie,1,Finished Airing,1976,,-,-,-,Unknown,Kids,2 min.,G - All Ages,N/A,11421,14288,212
Salsa Ii na Ii ne,,1,Finished Airing,1-Apr-09,,NHK,-,Creatures Inc.,Original,"Kids,Music",2 min.,G - All Ages,N/A,11423,16743,75
Sam to Chip no wa Hachamecha Dai Race,OVA,1,Finished Airing,21-Jun-93,,Sanrio,-,-,Original,"Cars,Kids",10 min.,G - All Ages,N/A,11424,14525,198
Sam-chan no Obake Nanka Kowaku Nai,OVA,1,Finished Airing,"Aug, 1998",,-,-,-,Original,"Kids,Supernatural",10 min.,G - All Ages,N/A,11425,16437,97
Samchongsa: Time Machine 001,Movie,1,Finished Airing,12-Jan-80,,Sunwoo Entertainment,-,-,Unknown,"Adventure,Sci-Fi",1 hr. 11 min.,PG - Children,N/A,11426,13666,251
Samurai (2011),,1,Finished Airing,23-Feb-11,,Lastrum Music,-,-,Music,"Music,Samurai",4 min.,G - All Ages,N/A,11427,14324,211
Samuraider: Nazo no Tenkousei,OVA,1,Finished Airing,22-Feb-91,,-,-,-,Unknown,"Action,Drama,Samurai",50 min.,R - 17+ (violence & profanity),N/A,11428,11970,463
San Tarou to Kaguya-hime no Koutsuu Anzen,OVA,1,Finished Airing,Not available,,-,-,-,Original,"Fantasy,Historical,Kids",14 min.,G - All Ages,N/A,11431,16554,89
San-biki no Koguma-san,Movie,1,Finished Airing,1931,,-,-,-,Original,Kids,9 min.,G - All Ages,N/A,11432,14097,225
Sanbiki no Kobuta no Koutsuu Anzen,OVA,1,Finished Airing,2018,,-,-,-,Other,Kids,14 min.,G - All Ages,N/A,11433,17060,44
Sangokushi,Special,1,Finished Airing,4-Jan-82,,-,-,-,Unknown,"Action,Historical",Unknown,PG-13 - Teens 13 or older,N/A,11436,13900,239
Sangokushi: Dai Ichi Bu - Eiyuu-tachi no Yoake,Movie,1,Finished Airing,25-Jan-92,,Shinano Kikaku,Discotek Media,-,Unknown,Historical,2 hr. 16 min.,PG-13 - Teens 13 or older,N/A,11437,12429,386
Sangokushi: Dai Ni Bu - Choukou Moyu!,Movie,1,Finished Airing,20-Mar-93,,Shinano Kikaku,-,-,Unknown,"Action,Historical",2 hr. 28 min.,PG-13 - Teens 13 or older,N/A,11438,12167,432
Sangokushi: Dai San Bu - Harukanaru Taichi,Movie,1,Finished Airing,9-Apr-94,,Shinano Kikaku,-,Toei Animation,Unknown,"Action,Historical",2 hr. 27 min.,PG-13 - Teens 13 or older,N/A,11439,12518,370
Sanpou Shoujo,Movie,1,Finished Airing,24-Dec-16,,-,-,-,Novel,"Historical,Kids",1 hr. 38 min.,G - All Ages,N/A,11440,16131,113
